Transaction Date & Time,Transaction Amount,Transaction Type,Currency,Customer Age,Customer Occupation,Account Balance,Average Transaction Amount,Transaction Frequency,Account Tenure,Country of Origin,Country of Destination,Third-Party Involvement,Linked Accounts,PEP Status,Suspicious
2024-06-08 23:56:50,3033.95,Cash Deposit,GBP,75,Engineer,325889.26,2501.33,67,16,China,China,1,1,0,0
2024-10-14 07:46:46,34626.24,Online Payment,NGN,59,Doctor,365746.31,25516.23,83,26,UK,Germany,0,0,1,1
2024-02-11 18:50:17,97319.65,Cash Deposit,EUR,44,Lawyer,357063.13,19537.56,50,13,UK,UK,1,1,1,0
2024-06-09 23:01:08,34894.28,Online Payment,USD,50,Lawyer,599373.3,44.28,67,10,Nigeria,Germany,0,1,0,0
2024-06-26 07:54:25,77948.46,Online Payment,GBP,72,Lawyer,478901.18,41371.54,56,18,USA,Nigeria,1,0,1,0
2024-06-03 11:51:53,43386.96,Online Payment,EUR,22,Doctor,168221.59,30154.26,8,28,Nigeria,Germany,1,0,0,0
2024-01-14 20:28:41,8539.38,Cash Deposit,EUR,49,Lawyer,624412.53,9831.77,83,3,USA,China,1,1,0,0
2024-07-19 09:46:13,83103.96,Cash Deposit,GBP,33,Lawyer,202001.04,43509.43,22,10,UK,Germany,0,0,0,0
2024-03-02 21:50:39,13669.7,Withdrawal,EUR,67,Business Owner,800653.46,20367.67,58,10,China,China,1,1,1,0
2024-08-20 18:37:33,82379.52,Withdrawal,NGN,64,Teacher,224855.17,12813.63,24,18,UK,USA,1,1,1,0
2024-08-28 00:20:02,30838.97,Withdrawal,NGN,53,Lawyer,677320.74,39971.96,74,25,USA,Germany,0,0,1,0
2024-08-24 21:52:25,15810.91,Cash Deposit,EUR,23,Teacher,980751.65,7964.32,38,13,Germany,USA,0,0,0,0
2024-08-26 01:33:31,34494.91,Wire Transfer,GBP,31,Engineer,260553.42,28104.76,23,18,China,China,1,1,0,0
2024-03-26 16:26:36,1112.81,Wire Transfer,GBP,18,Teacher,353757.76,5331.03,2,17,Nigeria,China,0,1,1,0
2024-03-23 06:08:56,34306.6,Withdrawal,GBP,45,Engineer,30185.47,8898.47,13,2,USA,Nigeria,1,1,0,0
2024-08-02 16:51:47,91369.71,Online Payment,NGN,44,Lawyer,568074.2,46215.88,42,7,UK,China,1,1,0,0
2024-09-16 11:59:58,67813.24,Withdrawal,NGN,25,Engineer,591552.88,12322.99,4,28,USA,UK,1,1,0,0
2024-05-14 21:00:07,6225.09,Online Payment,EUR,55,Engineer,857305.88,17289.9,87,21,Germany,UK,0,1,1,0
2024-06-19 06:13:22,87655.82,Withdrawal,GBP,52,Business Owner,885844.69,13490.8,17,30,Nigeria,China,0,1,0,0
2024-09-16 19:04:37,8531.81,Online Payment,EUR,39,Lawyer,37127.3,29639.2,87,21,Nigeria,China,0,1,1,0
2024-04-23 06:14:21,99656.77,Online Payment,GBP,29,Engineer,568899.88,31820.72,27,30,Nigeria,UK,1,0,1,0
2024-06-22 21:59:16,49068.9,Cash Deposit,GBP,54,Doctor,509430.7,45334.96,1,29,USA,Nigeria,0,1,1,0
2024-01-17 02:34:26,77344.52,Withdrawal,USD,70,Teacher,462986.15,2302.97,5,9,USA,UK,0,1,0,1
2024-06-27 17:39:14,19451.56,Online Payment,EUR,59,Teacher,431299.17,18305.47,61,6,UK,UK,1,0,1,0
2024-04-30 23:59:41,6984.55,Wire Transfer,NGN,63,Engineer,488223.21,40632.52,9,16,USA,China,0,0,0,0
2024-10-11 01:27:25,25479.94,Cash Deposit,EUR,24,Doctor,859414.85,36780.49,22,9,Nigeria,Germany,0,1,1,0
2024-07-29 19:46:22,92516.23,Online Payment,GBP,49,Lawyer,954278.76,5538.91,71,9,USA,China,1,0,0,0
2024-01-15 19:09:29,3765.37,Online Payment,EUR,64,Lawyer,876388.05,40632.06,75,16,USA,Germany,0,1,0,0
2024-03-08 15:08:24,42261.73,Cash Deposit,USD,38,Doctor,519452.92,42507.26,26,15,Germany,UK,0,0,1,0
2024-06-28 22:37:25,10377.25,Withdrawal,NGN,72,Teacher,919747.71,31594.44,27,25,Germany,Germany,1,0,1,1
2024-08-15 22:20:15,36975.5,Wire Transfer,NGN,67,Teacher,224942.78,43329.28,48,13,UK,Germany,1,1,0,0
2024-03-22 12:15:22,67212.55,Withdrawal,EUR,48,Business Owner,965721.44,39176.23,24,14,Germany,China,0,0,1,0
2024-08-28 11:05:24,3025.72,Cash Deposit,GBP,27,Doctor,59371.3,34630.65,40,8,Germany,USA,1,0,1,0
2024-06-20 07:49:25,87697.2,Wire Transfer,GBP,69,Business Owner,864165.37,1538.95,95,4,Germany,China,0,0,0,0
2024-02-13 14:45:48,85072.82,Online Payment,GBP,40,Engineer,405791.74,11137.12,79,5,China,China,1,1,0,1
2024-09-30 04:53:34,9325.25,Withdrawal,GBP,47,Lawyer,352008.82,46060.22,41,29,Germany,Germany,1,1,0,0
2024-06-22 11:45:04,71204.05,Withdrawal,USD,53,Business Owner,620720.17,427.35,61,3,Nigeria,USA,1,0,0,0
2024-02-21 08:40:30,48244.76,Withdrawal,USD,63,Lawyer,222351.42,47069.56,42,26,UK,Germany,1,0,0,0
2024-08-10 14:02:50,8670.12,Withdrawal,USD,28,Engineer,993135.61,48228.87,53,25,USA,UK,1,0,0,0
2024-04-10 11:48:27,20485.41,Online Payment,USD,43,Business Owner,288379.92,49133.07,47,11,Germany,Germany,1,0,0,0
2024-04-13 11:51:47,92916.37,Wire Transfer,USD,40,Business Owner,26959.89,40624.2,81,23,China,Germany,1,0,1,0
2024-03-14 02:04:06,78835.79,Wire Transfer,USD,37,Doctor,216607.26,26810.17,90,14,Germany,Nigeria,1,0,1,0
2024-05-08 14:07:52,39474.25,Withdrawal,EUR,25,Lawyer,364123.38,34551.14,20,4,China,China,1,0,0,0
2024-02-20 11:44:54,34553.5,Wire Transfer,EUR,48,Lawyer,434798.48,3719.81,31,19,China,USA,0,0,1,0
2024-05-03 01:49:43,41453.11,Online Payment,GBP,72,Engineer,207060.75,14174.61,34,14,UK,USA,1,1,1,0
2024-07-28 19:02:01,40570.37,Cash Deposit,NGN,69,Teacher,938939.53,42279.88,44,16,UK,USA,0,1,1,0
2024-06-25 06:20:59,28089.21,Online Payment,NGN,68,Lawyer,680999.92,46291.84,90,13,USA,UK,1,1,1,0
2024-06-24 06:48:12,6353.32,Withdrawal,EUR,50,Teacher,531335.58,11812.39,76,22,Germany,UK,0,1,0,0
2024-08-17 22:31:47,47552.65,Withdrawal,GBP,22,Doctor,184087.08,14290.98,81,24,UK,UK,1,0,1,0
2024-08-31 01:57:49,59812.62,Cash Deposit,GBP,42,Lawyer,356288.49,10062.73,15,16,UK,China,0,0,0,0
2024-09-04 06:00:06,72596.39,Cash Deposit,USD,42,Business Owner,252218.16,40894.77,85,25,Germany,Nigeria,0,0,1,0
2024-07-09 13:22:54,91695.26,Withdrawal,NGN,29,Teacher,401043.84,9546.69,81,24,China,Nigeria,0,0,1,0
2024-08-23 12:36:48,34342.24,Withdrawal,EUR,19,Lawyer,24428.09,37140.22,41,23,Nigeria,Germany,1,1,0,0
2024-08-03 17:57:35,32503.61,Online Payment,EUR,34,Lawyer,850165.27,17766.41,1,14,China,China,1,1,1,0
2024-08-03 19:03:52,97677.82,Wire Transfer,USD,39,Engineer,856096.62,20484.37,15,20,Nigeria,UK,1,0,1,0
2024-03-21 12:06:30,84735.77,Online Payment,USD,73,Lawyer,659245.93,30730.81,52,2,USA,UK,1,1,0,0
2024-02-22 14:51:33,86317.7,Wire Transfer,EUR,68,Engineer,642567.84,30128.43,82,24,Nigeria,China,1,1,1,0
2024-05-15 01:03:05,7884.96,Cash Deposit,USD,75,Teacher,504617.92,37749.45,64,11,Nigeria,China,0,0,1,0
2024-02-25 05:53:48,31060.32,Wire Transfer,NGN,70,Teacher,902603.43,45014.77,17,29,UK,USA,1,0,0,0
2024-09-30 05:42:25,31440.13,Cash Deposit,NGN,64,Teacher,792313.73,43814.55,94,21,Nigeria,UK,0,0,1,0
2024-05-29 17:39:18,10697.65,Withdrawal,EUR,51,Lawyer,740579.13,10333.1,8,21,UK,China,0,0,1,0
2024-06-02 01:59:30,92235.26,Wire Transfer,EUR,34,Engineer,13842.43,34339.24,68,20,Nigeria,Germany,0,0,1,0
2024-03-29 23:51:37,18921.89,Wire Transfer,GBP,23,Business Owner,88696.34,30166.03,4,29,Nigeria,China,1,0,0,0
2024-02-01 11:04:09,77430.21,Online Payment,GBP,63,Teacher,174606.29,42721.13,29,9,Nigeria,Germany,1,0,0,0
2024-06-12 02:11:03,75389.12,Online Payment,USD,73,Engineer,613436.95,15509.42,95,27,Germany,China,1,1,1,0
2024-08-22 23:34:54,93223.87,Wire Transfer,NGN,41,Doctor,246137.81,41361.31,75,28,UK,Nigeria,0,0,0,0
2024-03-20 17:26:29,89270.69,Online Payment,GBP,73,Business Owner,513645.46,10963.32,13,9,USA,USA,1,0,0,0
2024-07-13 17:32:28,25494.24,Withdrawal,GBP,36,Teacher,64452.61,1103.07,53,9,China,USA,0,0,0,0
2024-09-06 18:28:49,94592.66,Online Payment,NGN,54,Engineer,97458.45,8984.35,7,29,Germany,Nigeria,0,1,0,0
2024-10-08 01:23:16,53124.38,Withdrawal,GBP,35,Doctor,476864.94,45717.04,99,22,USA,Nigeria,0,0,1,0
2024-06-20 21:45:48,44012.31,Online Payment,GBP,32,Teacher,891579.44,44672.12,42,2,USA,Germany,0,1,0,0
2024-07-13 18:49:16,3594.38,Wire Transfer,EUR,36,Engineer,447414.35,45001.66,79,12,UK,Nigeria,0,1,0,0
2024-02-01 16:48:01,10093.6,Cash Deposit,USD,36,Teacher,936793.51,26788.13,96,14,USA,Nigeria,1,0,0,0
2024-01-21 15:17:31,54035.75,Withdrawal,GBP,25,Lawyer,154508.44,7260.67,23,5,USA,China,0,1,0,0
2024-09-27 00:27:31,22395.77,Withdrawal,NGN,51,Lawyer,529625.81,418.74,86,22,UK,China,1,0,1,0
2024-10-19 08:30:34,6486.82,Online Payment,USD,44,Teacher,220297.58,13551.39,74,22,Nigeria,USA,1,0,1,0
2024-03-26 03:54:08,2448.13,Wire Transfer,USD,36,Lawyer,838272.57,39673.22,42,25,UK,USA,0,1,0,0
2024-09-12 00:08:46,64148.42,Withdrawal,NGN,69,Business Owner,254074.52,29426.17,19,10,USA,China,1,1,1,0
2024-01-15 03:06:52,77635.07,Withdrawal,EUR,20,Engineer,366168.19,9878.47,23,19,UK,Germany,1,1,1,0
2024-10-02 12:58:45,6619.06,Wire Transfer,USD,60,Teacher,107897.77,25254.36,30,15,Nigeria,Germany,1,0,1,1
2024-08-29 01:23:40,20004.48,Cash Deposit,GBP,66,Engineer,443503.45,16335.1,70,5,Germany,Germany,0,0,1,0
2024-01-14 06:40:09,77214.54,Cash Deposit,GBP,20,Teacher,481070.92,21359.69,68,14,Nigeria,Germany,1,1,1,0
2024-10-14 03:30:17,85696.33,Withdrawal,NGN,35,Engineer,8139.55,35987.4,2,29,Nigeria,UK,1,0,1,0
2024-05-22 10:28:36,82096.25,Cash Deposit,NGN,33,Teacher,385954.88,27301.04,38,3,USA,UK,1,1,0,0
2024-04-07 17:17:28,95681.29,Withdrawal,NGN,46,Teacher,163845.5,29715.79,31,29,Germany,UK,0,0,0,0
2024-07-05 09:30:19,56321.63,Online Payment,GBP,54,Lawyer,624632.97,19893.8,55,10,UK,Germany,1,1,0,0
2024-03-09 20:17:29,73966.48,Withdrawal,USD,49,Engineer,177417.49,2674.62,95,19,UK,UK,1,1,0,1
2024-02-02 04:36:50,65996.21,Online Payment,USD,48,Doctor,948091.71,7536.51,11,26,China,Nigeria,1,1,0,0
2024-03-12 22:34:56,46402.65,Wire Transfer,NGN,23,Engineer,207691.04,19669.48,31,20,Germany,Germany,1,0,1,1
2024-05-13 04:39:51,48418.82,Online Payment,NGN,51,Teacher,149242.01,9675.37,8,4,USA,UK,1,0,1,1
2024-05-30 12:49:08,47562.31,Wire Transfer,NGN,67,Lawyer,756922.54,24920.02,7,20,Nigeria,UK,0,0,1,0
2024-04-15 21:05:47,28589.79,Withdrawal,EUR,52,Business Owner,747023.77,47352.05,18,29,USA,UK,1,0,1,1
2024-05-08 15:09:40,13558.51,Cash Deposit,NGN,70,Teacher,36984.5,13045.8,18,28,China,Nigeria,1,1,1,0
2024-05-15 14:15:29,68699.91,Online Payment,GBP,27,Business Owner,569514.56,1570.61,30,29,China,Nigeria,0,1,1,0
2024-04-25 00:41:09,14666.7,Withdrawal,EUR,75,Teacher,873170.76,10839.63,37,24,USA,China,0,0,0,1
2024-08-26 01:47:29,35058.14,Withdrawal,GBP,52,Engineer,686285.89,25274.83,43,20,UK,Germany,1,1,0,0
2024-01-06 08:16:15,75494.19,Wire Transfer,GBP,35,Business Owner,549205.48,27330.64,85,22,Germany,Nigeria,1,1,0,0
2024-06-09 20:24:27,23072.9,Wire Transfer,GBP,75,Lawyer,801960.24,25453.58,88,7,USA,UK,1,1,1,0
2024-08-07 20:40:44,71018.04,Wire Transfer,NGN,34,Business Owner,64468.92,18106.34,58,29,UK,UK,1,1,0,0
2024-02-02 04:03:44,77233.72,Wire Transfer,NGN,73,Engineer,189391.16,38960.26,8,25,China,USA,1,1,0,0
2024-10-23 22:15:52,87093.43,Withdrawal,NGN,67,Doctor,711525.73,35076.49,43,14,USA,UK,1,0,0,0
2024-09-04 15:42:53,18048.53,Online Payment,GBP,39,Lawyer,869866.23,9868.06,93,7,UK,Germany,1,0,1,0
2024-05-23 19:11:36,77298.81,Cash Deposit,USD,67,Teacher,285687.89,7159.87,9,29,China,Germany,0,0,0,0
2024-05-01 13:04:26,14074.54,Online Payment,GBP,41,Engineer,499571.64,20290.63,10,17,UK,China,1,0,1,0
2024-06-01 11:06:12,77364.29,Cash Deposit,EUR,66,Doctor,702315.92,17345.9,2,2,Germany,China,0,1,1,0
2024-08-30 09:30:42,24917.45,Withdrawal,EUR,30,Business Owner,461143.45,22474.92,73,9,China,China,0,1,1,0
2024-05-27 18:22:13,8685.55,Wire Transfer,EUR,74,Engineer,258096.39,42866.5,61,16,Nigeria,China,1,1,1,0
2024-03-31 08:03:41,98167.88,Online Payment,USD,38,Engineer,574378,45700.49,69,11,China,China,0,0,0,0
2024-08-25 11:06:28,12200.83,Withdrawal,GBP,59,Teacher,319597.3,48697.62,98,29,USA,Germany,1,0,1,0
2024-01-30 03:12:21,34139.87,Cash Deposit,NGN,21,Doctor,397123.56,3804.06,49,17,Germany,UK,0,1,1,0
2024-03-24 12:41:10,303.27,Withdrawal,GBP,39,Engineer,763176.86,19138.23,20,7,USA,Nigeria,1,0,0,0
2024-02-11 14:59:04,89476.31,Cash Deposit,USD,68,Engineer,364775.35,46163,94,3,Nigeria,Nigeria,1,1,1,0
2024-07-15 13:19:05,71763.26,Cash Deposit,GBP,37,Doctor,913677.52,48005.17,93,25,Nigeria,Nigeria,0,1,0,0
2024-09-04 12:36:48,96249.52,Withdrawal,NGN,41,Doctor,547960.07,47844.22,46,19,USA,UK,0,1,1,0
2024-01-08 06:18:11,52855.05,Cash Deposit,NGN,52,Business Owner,753418.04,45039.04,83,15,Nigeria,UK,1,1,0,0
2024-05-11 20:45:33,69114.06,Wire Transfer,GBP,71,Business Owner,268234.43,27017.99,40,6,China,China,0,0,0,0
2024-06-12 07:23:44,39889.02,Cash Deposit,EUR,49,Doctor,716073.91,39830.57,88,18,Germany,USA,0,1,1,0
2024-03-25 18:46:28,92275.08,Wire Transfer,NGN,53,Business Owner,535916.77,12267.67,70,11,Germany,Nigeria,0,0,0,0
2024-10-18 03:36:33,24370.32,Online Payment,EUR,74,Engineer,928942.73,10828.91,10,9,UK,USA,1,0,0,0
2024-02-08 13:44:40,14871.73,Cash Deposit,USD,49,Engineer,224564.82,18520.65,19,28,USA,UK,0,0,1,0
2024-08-24 16:46:48,63471.62,Cash Deposit,EUR,64,Engineer,84257.12,24914.11,6,23,USA,UK,1,1,1,0
2024-07-03 09:23:29,27532.54,Withdrawal,GBP,48,Engineer,958642.52,26555.67,92,2,UK,China,0,0,1,0
2024-04-29 00:03:41,44897.53,Withdrawal,GBP,20,Engineer,277957.86,46096.58,9,14,China,UK,0,1,1,0
2024-10-01 11:41:14,10017.09,Cash Deposit,GBP,32,Lawyer,793556.53,17491.43,93,22,Nigeria,Germany,1,0,1,1
2024-01-09 05:10:43,57622.06,Wire Transfer,USD,19,Lawyer,995098.64,36120.81,49,12,Germany,Nigeria,1,0,1,0
2024-04-18 11:48:32,71513.98,Online Payment,EUR,29,Teacher,145744.78,42558.97,96,15,Nigeria,Nigeria,0,0,0,0
2024-06-22 22:21:35,89269.36,Cash Deposit,GBP,23,Business Owner,351948.49,36695.62,39,14,Germany,Germany,1,0,1,0
2024-01-26 13:58:38,68032.31,Wire Transfer,GBP,31,Engineer,248042.68,24304.91,10,7,China,Germany,1,1,1,0
2024-03-26 21:05:55,62243.16,Wire Transfer,NGN,28,Teacher,339344.76,39367.31,8,15,Nigeria,China,1,0,1,0
2024-05-10 11:50:13,46968.23,Withdrawal,EUR,59,Doctor,523475.91,6204.37,78,12,Nigeria,Nigeria,0,1,0,0
2024-01-08 14:36:22,15424.22,Online Payment,GBP,21,Engineer,871810.15,8357.83,46,28,Nigeria,Nigeria,0,0,1,0
2024-04-15 21:17:29,23714.2,Online Payment,NGN,37,Lawyer,800641.56,30496.58,58,7,UK,Nigeria,1,1,1,0
2024-01-26 02:00:57,51043.76,Withdrawal,USD,24,Engineer,459546.16,40676.73,27,26,UK,China,0,0,1,0
2024-06-13 16:25:25,18502.76,Online Payment,GBP,25,Engineer,188576,30278.77,27,10,Germany,UK,1,1,0,1
2024-03-31 19:04:43,79892.41,Withdrawal,GBP,20,Teacher,339530.63,44588.58,27,7,UK,Nigeria,1,0,1,0
2024-02-25 17:31:42,47119.87,Cash Deposit,NGN,35,Doctor,356609.59,6085.4,67,13,USA,USA,0,0,1,0
2024-10-02 22:30:05,55747.52,Cash Deposit,GBP,64,Teacher,475083.05,22341.56,76,20,Nigeria,USA,0,0,0,0
2024-02-03 18:09:17,22317.2,Withdrawal,USD,48,Engineer,582529.62,9489.28,19,12,Nigeria,Nigeria,0,0,1,0
2024-07-15 09:36:21,78510.87,Online Payment,USD,39,Engineer,758789.84,14005.29,89,7,China,Nigeria,0,1,1,0
2024-03-27 23:18:02,28755.46,Withdrawal,USD,62,Engineer,234320.29,45027.59,43,26,Germany,China,0,1,1,0
2024-06-07 16:24:56,41429.1,Wire Transfer,GBP,29,Engineer,875533.41,38595.25,47,14,China,UK,1,1,1,0
2024-09-27 11:26:17,75219.3,Wire Transfer,GBP,45,Doctor,703517.29,41380.17,43,24,Germany,China,1,1,1,0
2024-07-02 19:55:53,62513.42,Online Payment,GBP,37,Doctor,327515.63,22985.31,18,8,Germany,Germany,0,1,1,0
2024-06-16 04:50:00,21908.81,Withdrawal,GBP,25,Teacher,400339.63,18493.77,54,30,USA,China,1,0,0,0
2024-04-25 10:39:13,96393.22,Cash Deposit,USD,64,Teacher,530646.02,38484.46,99,14,China,China,0,0,1,0
2024-03-16 12:53:18,31123.9,Wire Transfer,NGN,18,Doctor,25211.2,48818.85,92,2,Germany,China,0,0,1,0
2024-01-27 19:49:52,88714.61,Wire Transfer,EUR,28,Teacher,351900.86,13304.2,55,1,USA,China,1,1,0,0
2024-06-15 02:34:39,47266.64,Withdrawal,NGN,47,Business Owner,293094.96,41958.87,42,29,UK,Germany,0,0,1,1
2024-04-10 17:34:10,20889.76,Withdrawal,USD,42,Lawyer,612852.33,37021.44,73,28,China,USA,0,1,1,0
2024-01-31 00:00:22,3177.1,Withdrawal,USD,57,Engineer,38983.73,29730.11,11,14,Germany,Nigeria,0,0,1,0
2024-02-26 21:39:45,59108.16,Withdrawal,NGN,72,Business Owner,69254.92,6921.61,86,10,USA,Germany,0,1,0,0
2024-05-06 16:46:49,69464.29,Wire Transfer,GBP,71,Teacher,362549.64,9838.41,83,13,UK,Germany,0,0,0,0
2024-08-11 02:44:12,48422.14,Wire Transfer,EUR,26,Engineer,52001.66,6275.7,39,11,China,Nigeria,0,1,1,0
2024-09-02 10:07:25,80279.15,Cash Deposit,GBP,64,Business Owner,220547.99,4058.02,64,5,China,China,1,1,0,0
2024-07-24 17:51:45,98973.02,Withdrawal,EUR,32,Lawyer,724732.18,30249.58,60,8,UK,UK,0,1,0,0
2024-08-24 03:41:05,21334.31,Wire Transfer,NGN,41,Engineer,582862.96,16255.67,57,23,USA,China,0,1,1,0
2024-01-24 20:45:55,99496.35,Wire Transfer,EUR,38,Engineer,238777.61,40310.6,31,29,Nigeria,Nigeria,0,0,1,0
2024-05-28 09:34:21,94919.74,Cash Deposit,GBP,67,Lawyer,429422.14,18065.61,90,25,USA,China,1,0,1,1
2024-06-16 13:04:31,25206.5,Cash Deposit,NGN,54,Engineer,762457.91,49641.28,75,20,USA,UK,1,1,1,0
2024-05-13 02:40:48,92017.9,Cash Deposit,GBP,40,Lawyer,386998.58,21648.16,78,11,USA,China,1,0,1,1
2024-10-17 09:48:36,59677.73,Online Payment,NGN,47,Business Owner,184684.4,22310.65,13,26,Nigeria,China,0,1,0,0
2024-07-12 09:10:34,67016.63,Online Payment,USD,72,Doctor,904791.39,3553.05,42,7,Germany,China,1,0,1,0
2024-09-06 05:42:33,71692.45,Cash Deposit,NGN,36,Business Owner,539586.65,36241.36,50,8,Germany,China,0,0,0,0
2024-03-15 11:37:37,27107.44,Online Payment,USD,29,Lawyer,871281.96,42595.57,33,23,Germany,Nigeria,0,0,0,0
2024-04-12 01:24:53,49596.74,Online Payment,USD,24,Lawyer,222783.78,43169.36,39,2,UK,UK,1,1,0,0
2024-07-11 23:57:16,58648.55,Wire Transfer,EUR,30,Doctor,997837.28,4098.73,95,11,Nigeria,UK,1,1,1,1
2024-05-23 03:17:13,82087.81,Withdrawal,EUR,20,Doctor,618343.84,42199.85,34,7,UK,USA,0,0,1,0
2024-08-27 14:26:30,14685.35,Wire Transfer,USD,71,Lawyer,144191.96,30330.64,61,18,UK,China,0,0,1,1
2024-09-10 07:52:59,14047.38,Cash Deposit,GBP,27,Doctor,794647.19,35069.99,12,10,China,China,1,1,1,0
2024-09-08 13:34:58,27505.55,Withdrawal,USD,40,Business Owner,294776.97,22017.3,50,17,USA,Germany,1,1,1,0
2024-02-03 08:18:19,2252.67,Cash Deposit,NGN,48,Doctor,948426.94,29074.23,6,16,Germany,China,1,1,0,0
2024-04-27 07:13:38,79412.38,Wire Transfer,EUR,37,Engineer,871301.59,13660.45,14,26,Nigeria,UK,0,1,1,0
2024-10-02 18:19:57,66245.64,Wire Transfer,NGN,70,Business Owner,915590.79,21889.05,7,22,UK,UK,0,1,1,0
2024-06-10 14:59:19,97224.63,Online Payment,NGN,46,Teacher,889606.1,3259.48,31,16,Nigeria,UK,0,1,1,0
2024-05-04 12:06:22,95788.61,Wire Transfer,NGN,71,Teacher,973686.17,27819.6,74,15,UK,UK,1,0,1,0
2024-07-15 18:34:37,33863.39,Cash Deposit,NGN,27,Lawyer,485948.65,2592.29,83,4,China,China,1,1,1,0
2024-04-24 23:36:09,72360.6,Cash Deposit,NGN,46,Doctor,492496.35,27040.56,91,1,Germany,Nigeria,1,0,0,0
2024-10-08 22:39:23,98057.52,Cash Deposit,GBP,71,Doctor,208371.36,5392.83,91,17,Nigeria,China,1,0,0,0
2024-09-30 12:37:48,47993.49,Withdrawal,EUR,38,Business Owner,885311.82,5157.72,5,5,UK,UK,0,1,0,0
2024-07-25 13:06:07,42864.45,Wire Transfer,USD,27,Lawyer,918502.05,45959.79,47,1,Nigeria,Nigeria,0,0,0,1
2024-07-19 16:28:28,7119.02,Withdrawal,USD,65,Lawyer,543380.05,49244.31,31,2,Nigeria,China,1,1,0,0
2024-03-24 22:47:27,43733.73,Wire Transfer,USD,35,Business Owner,443018,18459.51,73,17,Germany,USA,1,1,1,0
2024-08-26 01:29:03,64415.77,Online Payment,USD,40,Business Owner,513078.2,38453.96,86,18,China,Germany,1,1,1,0
2024-03-26 18:36:27,77932.95,Wire Transfer,NGN,35,Business Owner,649766.41,2159.9,17,27,Germany,USA,0,1,1,0
2024-03-10 12:21:58,51205.89,Cash Deposit,EUR,60,Business Owner,570473.54,78.12,90,28,UK,UK,0,0,0,0
2024-03-01 21:43:07,80756.44,Wire Transfer,USD,23,Business Owner,485932.77,47754.84,72,12,UK,Germany,1,1,0,0
2024-09-13 22:25:26,29046.37,Withdrawal,GBP,66,Business Owner,383542.28,27124.88,98,19,USA,USA,0,1,0,0
2024-08-16 06:29:47,65599.95,Cash Deposit,GBP,50,Doctor,218153.66,1303.14,35,26,UK,China,1,1,0,0
2024-02-03 16:42:00,14185.85,Wire Transfer,GBP,60,Business Owner,537310.02,28426.52,62,23,USA,Germany,0,1,1,0
2024-06-24 05:24:45,60.33,Withdrawal,NGN,52,Lawyer,405313.06,22555.4,76,5,China,USA,0,0,0,1
2024-04-08 05:12:06,46112.95,Online Payment,USD,43,Teacher,805651.72,45008.72,38,16,USA,Nigeria,1,1,1,0
2024-07-27 01:36:04,22150.39,Cash Deposit,NGN,40,Teacher,758350.85,9572.49,96,22,USA,Germany,1,1,0,0
2024-03-23 10:49:33,30012.74,Withdrawal,EUR,28,Teacher,286787.72,23709.76,52,4,Germany,Germany,0,0,0,0
2024-07-25 05:13:24,58895.03,Online Payment,EUR,44,Doctor,136197.03,36521.5,4,22,Germany,China,1,1,1,0
2024-07-08 15:10:39,1091.31,Cash Deposit,NGN,54,Engineer,123579.28,26482.43,85,12,Germany,UK,1,0,0,0
2024-04-23 04:26:54,98204.22,Wire Transfer,EUR,33,Teacher,773484.53,29396.31,63,29,China,UK,0,0,0,0
2024-03-02 16:33:41,43803.87,Withdrawal,NGN,65,Business Owner,122257.29,2732.79,76,22,China,Germany,1,1,1,0
2024-01-14 04:34:05,91588.59,Cash Deposit,GBP,60,Business Owner,226438.04,46445.46,19,19,Germany,China,1,0,1,0
2024-10-04 17:51:21,3683.24,Cash Deposit,USD,29,Doctor,1220.84,16488.9,93,29,China,China,1,0,0,0
2024-09-11 22:16:02,98349.61,Cash Deposit,USD,70,Engineer,674280.7,27983.81,59,7,China,China,0,0,1,0
2024-10-05 07:26:43,42701.24,Cash Deposit,EUR,64,Doctor,148541.48,15404.59,55,5,Germany,Nigeria,1,0,0,0
2024-03-03 04:58:38,58611.45,Wire Transfer,USD,20,Teacher,982249.58,40492.52,26,27,China,China,0,1,1,0
2024-09-17 12:12:40,67840.67,Cash Deposit,EUR,52,Engineer,801330.58,1257.38,3,7,Germany,Germany,1,0,1,0
2024-04-28 09:02:42,19543.79,Wire Transfer,USD,70,Teacher,986874.27,33258.18,13,14,Nigeria,UK,1,1,1,0
2024-10-15 17:30:59,77604.24,Cash Deposit,EUR,46,Teacher,189507.45,30361.6,84,6,USA,China,0,0,1,0
2024-08-04 22:30:40,57025.21,Withdrawal,NGN,41,Business Owner,598054.09,2371.89,57,23,Nigeria,USA,1,0,1,0
2024-05-17 09:24:53,97565.57,Withdrawal,EUR,34,Doctor,425489.3,37692.73,90,22,China,USA,1,0,1,0
2024-01-04 03:29:38,45094.88,Online Payment,EUR,42,Engineer,29492.13,34165.72,22,14,Nigeria,USA,0,1,1,0
2024-02-25 18:25:47,64393.31,Cash Deposit,NGN,52,Teacher,80392.85,10764.84,69,2,UK,UK,1,0,0,0
2024-08-06 04:04:17,49341.15,Withdrawal,GBP,52,Doctor,514995.78,46190.19,74,18,Germany,China,0,0,1,0
2024-06-11 19:41:13,72354.95,Online Payment,USD,66,Lawyer,740788.82,36812.99,57,2,Germany,UK,1,0,1,0
2024-03-18 17:39:27,43052.54,Online Payment,EUR,73,Engineer,16662.51,11388.14,1,15,Germany,Germany,1,0,0,0
